#separator:tab
#html:true
～か<ruby><rb>月</rb><rt>げつ</rt></ruby>	"～か<ruby><rb>月</rb><rt>げつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

～かげつ<br>
<span style=""color:turquoise"">(<strong>ctr</strong>) period of months</span>

<hr>

2か<ruby><rb>月</rb><rt>げつ</rt></ruby><ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>日本</rb><rt>にほん</rt></ruby>に<ruby><rb>来</rb><rt>き</rt></ruby>ました。<br>
I came to Japan 2 months ago.


<br><br>

Note: also written as ～ヵ月、～ヶ月、～カ月、～ケ月
"
<ruby><rb>封筒</rb><rt>ふうとう</rt></ruby>	"<ruby><rb>封筒</rb><rt>ふうとう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ふうとう<br>
<span style=""color:turquoise"">(<strong>n</strong>) envelope</span>

<hr>

<ruby><rb>手紙</rb><rt>てがみ</rt></ruby>を<ruby><rb>封筒</rb><rt>ふうとう</rt></ruby>に<ruby><rb>入</rb><rt>い</rt></ruby>れました。<br>
I put the letter in an envelope.

"
<ruby><rb>小</rb><rt>ちい</rt></ruby>さい	"<ruby><rb>小</rb><rt>ちい</rt></ruby>さい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちいさい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) small; little; tiny</span>

<hr>

<ruby><rb>小</rb><rt>ちい</rt></ruby>さすぎる。<br>
It's too small.

"
<ruby><rb>小</rb><rt>ちい</rt></ruby>さな	"<ruby><rb>小</rb><rt>ちい</rt></ruby>さな

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ちいさな<br>
<span style=""color:turquoise"">(<strong>adj-pn</strong>) small; little; tiny</span>

<hr>

<ruby><rb>家</rb><rt>いえ</rt></ruby>には<ruby><rb>小</rb><rt>ちい</rt></ruby>さな<ruby><rb>庭</rb><rt>にわ</rt></ruby>があります。<br>
We have a small garden at home.

"
<ruby><rb>少</rb><rt>すこ</rt></ruby>し	"<ruby><rb>少</rb><rt>すこ</rt></ruby>し

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

すこし<br>
<span style=""color:turquoise"">(<strong>adv,n</strong>) small quantity; little; few</span>

<hr>

<ruby><rb>駅</rb><rt>えき</rt></ruby>まで<ruby><rb>時間</rb><rt>じかん</rt></ruby>が<ruby><rb>少</rb><rt>すこ</rt></ruby>しかかります。<br>
It will take a little bit of time until the station.

"
<ruby><rb>少</rb><rt>すく</rt></ruby>ない	"<ruby><rb>少</rb><rt>すく</rt></ruby>ない

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

すくない<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) few; a little</span>

<hr>

ピンクのスーツケースは<ruby><rb>少</rb><rt>すく</rt></ruby>ない。<br>
There are few pink suitcases.

"
<ruby><rb>履</rb><rt>は</rt></ruby>く	"<ruby><rb>履</rb><rt>は</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はく<br>
<span style=""color:turquoise"">(<strong>v5k,vt</strong>) to put on (or wear)</span>

<hr>

<ruby><rb>靴</rb><rt>くつ</rt></ruby>を<ruby><rb>履</rb><rt>は</rt></ruby>いて。<br>
Put on your shoes.

"
<ruby><rb>山</rb><rt>やま</rt></ruby>	"<ruby><rb>山</rb><rt>やま</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

やま<br>
<span style=""color:turquoise"">(<strong>n,ctr</strong>) mountain; hill</span>

<hr>

<ruby><rb>来年</rb><rt>らいねん</rt></ruby>の<ruby><rb>夏</rb><rt>なつ</rt></ruby>に<ruby><rb>富士山</rb><rt>ふじさん</rt></ruby>に<ruby><rb>登</rb><rt>のぼ</rt></ruby>る。<br>
Next summer I will climb Mt Fuji.

"
<ruby><rb>左</rb><rt>ひだり</rt></ruby>	"<ruby><rb>左</rb><rt>ひだり</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひだり<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) left; left hand side</span>

<hr>

<ruby><rb>左</rb><rt>ひだり</rt></ruby>に<ruby><rb>曲</rb><rt>ま</rt></ruby>がって。<br>
Turn left.

"
<ruby><rb>差</rb><rt>さ</rt></ruby>す	"<ruby><rb>差</rb><rt>さ</rt></ruby>す

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

さす<br>
<span style=""color:turquoise"">(<strong>v5s,vt</strong>) to hold up (an umbrella, etc.); to put up; to raise</span>

<hr>

<ruby><rb>他人</rb><rt>たにん</rt></ruby>を<ruby><rb>指</rb><rt>ゆび</rt></ruby>で<ruby><rb>差</rb><rt>さ</rt></ruby>すのは<ruby><rb>失礼</rb><rt>しつれい</rt></ruby>なことです。<br>
It's not polite to point at others.

"
<ruby><rb>帰</rb><rt>かえ</rt></ruby>る	"<ruby><rb>帰</rb><rt>かえ</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かえる<br>
<span style=""color:turquoise"">(<strong>v5r,vi</strong>) to return; to come home</span>

<hr>

<ruby><rb>授業</rb><rt>じゅぎょう</rt></ruby>が<ruby><rb>終</rb><rt>お</rt></ruby>わったら<ruby><rb>帰</rb><rt>かえ</rt></ruby>ります。<br>
I will go home after class is done.

"
<ruby><rb>帽子</rb><rt>ぼうし</rt></ruby>	"<ruby><rb>帽子</rb><rt>ぼうし</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ぼうし<br>
<span style=""color:turquoise"">(<strong>n</strong>) hat</span>

<hr>

<ruby><rb>帽子</rb><rt>ぼうし</rt></ruby>を<ruby><rb>被</rb><rt>かぶる</rt></ruby>る<br>
To wear a hat

"
<ruby><rb>平仮名</rb><rt>ひらがな</rt></ruby>	"<ruby><rb>平仮名</rb><rt>ひらがな</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひらがな<br>
<span style=""color:turquoise"">(<strong>n</strong>) hiragana</span>

<hr>

<br>


"
<ruby><rb>年</rb><rt>とし</rt></ruby>	"<ruby><rb>年</rb><rt>とし</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

とし<br>
<span style=""color:turquoise"">(<strong>n</strong>) year</span>

<hr>

あっという<ruby><rb>間</rb><rt>ま</rt></ruby>にこの<ruby><rb>年</rb><rt>とし</rt></ruby>になった。<br>
I became this age before I knew it.

"
<ruby><rb>広</rb><rt>ひろ</rt></ruby>い	"<ruby><rb>広</rb><rt>ひろ</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひろい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) spacious; wide</span>

<hr>

<ruby><rb>妹</rb><rt>いもうと</rt></ruby>の<ruby><rb>部屋</rb><rt>へや</rt></ruby>より<ruby><rb>私</rb><rt>わたし</rt></ruby>の<ruby><rb>部屋</rb><rt>へや</rt></ruby>の<ruby><rb>方</rb><rt>ほう</rt></ruby>が<ruby><rb>広</rb><rt>ひろ</rt></ruby>いです。<br>
My room is wider than my little sister's.

"
<ruby><rb>店</rb><rt>みせ</rt></ruby>	"<ruby><rb>店</rb><rt>みせ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

みせ<br>
<span style=""color:turquoise"">(<strong>n</strong>) store; shop</span>

<hr>

あの<ruby><rb>店</rb><rt>みせ</rt></ruby>はハンバーガーの<ruby><rb>店</rb><rt>みせ</rt></ruby>です。<br>
That shop is a hamburger shop.

"
<ruby><rb>座</rb><rt>すわ</rt></ruby>る	"<ruby><rb>座</rb><rt>すわ</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

すわる<br>
<span style=""color:turquoise"">(<strong>v5r,vi</strong>) to sit; to squat</span>

<hr>

<ruby><rb>自分</rb><rt>じぶん</rt></ruby>の<ruby><rb>席</rb><rt>せき</rt></ruby>に<ruby><rb>座</rb><rt>すわ</rt></ruby>りなさい！<br>
Sit in your chair!

"
<ruby><rb>庭</rb><rt>にわ</rt></ruby>	"<ruby><rb>庭</rb><rt>にわ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

にわ<br>
<span style=""color:turquoise"">(<strong>n</strong>) garden; yard</span>

<hr>

<ruby><rb>家</rb><rt>いえ</rt></ruby>の<ruby><rb>前</rb><rt>まえ</rt></ruby>に<ruby><rb>小</rb><rt>ちい</rt></ruby>さい<ruby><rb>庭</rb><rt>にわ</rt></ruby>があります。<br>
There is a small garden in front of my house.

"
<ruby><rb>廊下</rb><rt>ろうか</rt></ruby>	"<ruby><rb>廊下</rb><rt>ろうか</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ろうか<br>
<span style=""color:turquoise"">(<strong>n</strong>) corridor; hallway</span>

<hr>

<ruby><rb>廊下</rb><rt>ろうか</rt></ruby>で<ruby><rb>走</rb><rt>はし</rt></ruby>らないで。<br>
Don't run in the hallway.

"
<ruby><rb>建物</rb><rt>たてもの</rt></ruby>	"<ruby><rb>建物</rb><rt>たてもの</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

たてもの<br>
<span style=""color:turquoise"">(<strong>n</strong>) building</span>

<hr>

あの<ruby><rb>建物</rb><rt>たてもの</rt></ruby>の39<ruby><rb>階</rb><rt>かい</rt></ruby>にレストランがあります。<br>
There is a restaurant on the 39th floor of that building.

"
<ruby><rb>弁当</rb><rt>べんとう</rt></ruby>	"<ruby><rb>弁当</rb><rt>べんとう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

べんとう<br>
<span style=""color:turquoise"">(<strong>n</strong>) bento; Japanese box lunch</span>

<hr>

これは<ruby><rb>母</rb><rt>はは</rt></ruby>が<ruby><rb>作</rb><rt>つく</rt></ruby>った<ruby><rb>弁当</rb><rt>べんとう</rt></ruby>です。<br>
This is the bento my mother made.

"
<ruby><rb>引</rb><rt>ひ</rt></ruby>く	"<ruby><rb>引</rb><rt>ひ</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひく<br>
<span style=""color:turquoise"">(<strong>v5k,vi,vt</strong>) to pull</span>

<hr>

<ruby><rb>綱</rb><rt>つな</rt></ruby>を<ruby><rb>引</rb><rt>ひ</rt></ruby>く<br>
To pull on a rope

"
<ruby><rb>弟</rb><rt>おとうと</rt></ruby>	"<ruby><rb>弟</rb><rt>おとうと</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おとうと<br>
<span style=""color:turquoise"">(<strong>n</strong>) (hum) younger brother</span>

<hr>

<ruby><rb>数学</rb><rt>すうがく</rt></ruby>を<ruby><rb>弟</rb><rt>おとうと</rt></ruby>に<ruby><rb>教</rb><rt>おし</rt></ruby>えた。<br>
I taught by little brother math.

"
<ruby><rb>弱</rb><rt>よわ</rt></ruby>い	"<ruby><rb>弱</rb><rt>よわ</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

よわい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) weak; frail</span>

<hr>

<ruby><rb>火</rb><rt>ひ</rt></ruby>を<ruby><rb>弱</rb><rt>よわ</rt></ruby>くして。<br>
Please turn the flame down low.

"
<ruby><rb>強</rb><rt>つよ</rt></ruby>い	"<ruby><rb>強</rb><rt>つよ</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

つよい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) strong; powerful</span>

<hr>

<ruby><rb>風</rb><rt>かぜ</rt></ruby>が<ruby><rb>強</rb><rt>つよ</rt></ruby>くなった。<br>
The wind grew stronger.

"
<ruby><rb>弾</rb><rt>ひ</rt></ruby>く	"<ruby><rb>弾</rb><rt>ひ</rt></ruby>く

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ひく<br>
<span style=""color:turquoise"">(<strong>v5k,vt</strong>) to play (string instrument)</span>

<hr>

<ruby><rb>彼</rb><rt>かれ</rt></ruby>はギターを<ruby><rb>弾</rb><rt>ひ</rt></ruby>いて、<ruby><rb>彼女</rb><rt>かのじょ</rt></ruby>はピアノを<ruby><rb>弾</rb><rt>ひ</rt></ruby>いた。<br>
He played the guitar and she played the piano.

"
<ruby><rb>待</rb><rt>ま</rt></ruby>つ	"<ruby><rb>待</rb><rt>ま</rt></ruby>つ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

まつ<br>
<span style=""color:turquoise"">(<strong>v5t,vt,vi</strong>) to wait</span>

<hr>

<ruby><rb>廊下</rb><rt>ろうか</rt></ruby>で<ruby><rb>待</rb><rt>ま</rt></ruby>ってください。<br>
Please wait in the hall.

"
<ruby><rb>後</rb><rt>あと</rt></ruby>	"<ruby><rb>後</rb><rt>あと</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あと<br>
<span style=""color:turquoise"">(<strong>n,adj-no,n-adv</strong>) behind | after; later | more (e.g. five more minutes)</span>

<hr>

<ruby><rb>後</rb><rt>あと</rt></ruby>でやります。<br>
I'll do it later.

"
<ruby><rb>後</rb><rt>うし</rt></ruby>ろ	"<ruby><rb>後</rb><rt>うし</rt></ruby>ろ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

うしろ<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) back; behind; rear</span>

<hr>

<ruby><rb>彼</rb><rt>かれ</rt></ruby>の<ruby><rb>後</rb><rt>うし</rt></ruby>ろにいる。<br>
I'm behind him.

"
<ruby><rb>御飯</rb><rt>ごはん</rt></ruby>	"<ruby><rb>御飯</rb><rt>ごはん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ごはん<br>
<span style=""color:turquoise"">(<strong>n</strong>) cooked rice | meal</span>

<hr>

おいしい<ruby><rb>晩御飯</rb><rt>ばんごはん</rt></ruby>、ありがとうございました。<br>
Thank you for the wonderful dinner.

"
<ruby><rb>忘</rb><rt>わす</rt></ruby>れる	"<ruby><rb>忘</rb><rt>わす</rt></ruby>れる

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

わすれる<br>
<span style=""color:turquoise"">(<strong>v1,vt</strong>) to forget</span>

<hr>

<ruby><rb>傘</rb><rt>かさ</rt></ruby>を<ruby><rb>忘</rb><rt>わす</rt></ruby>れないでください。<br>
Don't forget your umbrella.

"
<ruby><rb>忙</rb><rt>いそが</rt></ruby>しい	"<ruby><rb>忙</rb><rt>いそが</rt></ruby>しい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いそがしい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) busy; occupied</span>

<hr>

<ruby><rb>母</rb><rt>はは</rt></ruby>は<ruby><rb>料理</rb><rt>りょうり</rt></ruby>で<ruby><rb>忙</rb><rt>いそが</rt></ruby>しい。<br>
My mother is busy cooking.

"
<ruby><rb>悪</rb><rt>わる</rt></ruby>い	"<ruby><rb>悪</rb><rt>わる</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

わるい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) bad; poor; inferior | evil; sinful</span>

<hr>

このワインは<ruby><rb>悪</rb><rt>わる</rt></ruby>くない。<br>
This wine isn't bad.

"
<ruby><rb>意味</rb><rt>いみ</rt></ruby>	"<ruby><rb>意味</rb><rt>いみ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

いみ<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) meaning</span>

<hr>

この<ruby><rb>単語</rb><rt>たんご</rt></ruby>の<ruby><rb>意味</rb><rt>いみ</rt></ruby>は<ruby><rb>何</rb><rt>なん</rt></ruby>ですか。<br>
What does this word mean?

"
<ruby><rb>戸</rb><rt>と</rt></ruby>	"<ruby><rb>戸</rb><rt>と</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

と<br>
<span style=""color:turquoise"">(<strong>n</strong>) door</span>

<hr>

<ruby><rb>戸</rb><rt>と</rt></ruby>を<ruby><rb>閉</rb><rt>し</rt></ruby>めて。<br>
Shut the door.

"
<ruby><rb>所</rb><rt>ところ</rt></ruby>	"<ruby><rb>所</rb><rt>ところ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ところ<br>
<span style=""color:turquoise"">(<strong>n,suf</strong>) place; spot</span>

<hr>

タバコが<ruby><rb>売</rb><rt>う</rt></ruby>っている<ruby><rb>所</rb><rt>ところ</rt></ruby>がありますか？<br>
Is there somewhere that sells cigarettes?

"
<ruby><rb>手</rb><rt>て</rt></ruby>	"<ruby><rb>手</rb><rt>て</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

て<br>
<span style=""color:turquoise"">(<strong>n</strong>) hand; arm</span>

<hr>

コップを<ruby><rb>右</rb><rt>みぎ</rt></ruby>の<ruby><rb>手</rb><rt>て</rt></ruby>で<ruby><rb>上</rb><rt>あ</rt></ruby>げてください。<br>
Please lift the cup with your right hand.

"
<ruby><rb>手紙</rb><rt>てがみ</rt></ruby>	"<ruby><rb>手紙</rb><rt>てがみ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

てがみ<br>
<span style=""color:turquoise"">(<strong>n</strong>) letter</span>

<hr>

<ruby><rb>手紙</rb><rt>てがみ</rt></ruby>を<ruby><rb>書</rb><rt>か</rt></ruby>きました。<br>
I wrote a letter.

"
<ruby><rb>押</rb><rt>お</rt></ruby>す	"<ruby><rb>押</rb><rt>お</rt></ruby>す

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おす<br>
<span style=""color:turquoise"">(<strong>v5s,vt</strong>) to push; to press</span>

<hr>

<ruby><rb>危</rb><rt>あぶ</rt></ruby>ないから<ruby><rb>押</rb><rt>お</rt></ruby>さないで！<br>
Don't push because it is dangerous.

"
<ruby><rb>持</rb><rt>も</rt></ruby>つ	"<ruby><rb>持</rb><rt>も</rt></ruby>つ

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

もつ<br>
<span style=""color:turquoise"">(<strong>v5t</strong>) to hold | to possess; to have</span>

<hr>

<ruby><rb>赤</rb><rt>あか</rt></ruby>い<ruby><rb>看板</rb><rt>かんばん</rt></ruby>を<ruby><rb>持</rb><rt>も</rt></ruby>っている<ruby><rb>男</rb><rt>おとこ</rt></ruby>の<ruby><rb>人</rb><rt>ひと</rt></ruby><br>
The man who is holding the red sign.

"
<ruby><rb>掃除</rb><rt>そうじ</rt></ruby>	"<ruby><rb>掃除</rb><rt>そうじ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

そうじ<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) cleaning</span>

<hr>

<ruby><rb>部屋</rb><rt>へや</rt></ruby>を<ruby><rb>掃除</rb><rt>そうじ</rt></ruby>してください。<br>
Please clean the room.

"
<ruby><rb>授業</rb><rt>じゅぎょう</rt></ruby>	"<ruby><rb>授業</rb><rt>じゅぎょう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

じゅぎょう<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) lesson; class work</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby><ruby><rb>授業</rb><rt>じゅぎょう</rt></ruby>があります。<br>
I have class tomorrow.

"
<ruby><rb>掛</rb><rt>か</rt></ruby>ける	"<ruby><rb>掛</rb><rt>か</rt></ruby>ける

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かける<br>
<span style=""color:turquoise"">(<strong>v1,vt</strong>) to make a call (e.g. phone); to put on (e.g. glasses)</span>

<hr>

<ruby><rb>電話</rb><rt>でんわ</rt></ruby>を<ruby><rb>掛</rb><rt>か</rt></ruby>ける<br>
To make a phone call

"
<ruby><rb>撮</rb><rt>と</rt></ruby>る	"<ruby><rb>撮</rb><rt>と</rt></ruby>る

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

とる<br>
<span style=""color:turquoise"">(<strong>v5r,vt</strong>) to take (a photo) | to record (video, audio, etc.)</span>

<hr>

<ruby><rb>写真</rb><rt>しゃしん</rt></ruby>を<ruby><rb>撮</rb><rt>と</rt></ruby>ってくれますか？<br>
Would you take a picture?

"
<ruby><rb>教</rb><rt>おし</rt></ruby>える	"<ruby><rb>教</rb><rt>おし</rt></ruby>える

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

おしえる<br>
<span style=""color:turquoise"">(<strong>v1,vt</strong>) to teach; to instruct</span>

<hr>

<ruby><rb>数学</rb><rt>すうがく</rt></ruby>を<ruby><rb>弟</rb><rt>おとうと</rt></ruby>に<ruby><rb>教</rb><rt>おし</rt></ruby>えた。<br>
I taught by little brother math.

"
<ruby><rb>教室</rb><rt>きょうしつ</rt></ruby>	"<ruby><rb>教室</rb><rt>きょうしつ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

きょうしつ<br>
<span style=""color:turquoise"">(<strong>n</strong>) classroom</span>

<hr>

<ruby><rb>子供達</rb><rt>こどもたち</rt></ruby>はこの<ruby><rb>教室</rb><rt>きょうしつ</rt></ruby>を<ruby><rb>掃除</rb><rt>そうじ</rt></ruby>しました。<br>
The children cleaned this classroom.

"
<ruby><rb>散歩</rb><rt>さんぽ</rt></ruby>	"<ruby><rb>散歩</rb><rt>さんぽ</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

さんぽ<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) walk; stroll</span>

<hr>

<ruby><rb>東京駅</rb><rt>とうきょうえき</rt></ruby>に<ruby><rb>近</rb><rt>ちか</rt></ruby>い<ruby><rb>公園</rb><rt>こうえん</rt></ruby>で<ruby><rb>散歩</rb><rt>さんぽ</rt></ruby>しましょうか？<br>
Shall we take a walk at the park near Tokyo Station?

"
<ruby><rb>文章</rb><rt>ぶんしょう</rt></ruby>	"<ruby><rb>文章</rb><rt>ぶんしょう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

ぶんしょう<br>
<span style=""color:turquoise"">(<strong>n</strong>) writing; composition | sentence</span>

<hr>

この<ruby><rb>文章</rb><rt>ぶんしょう</rt></ruby>は<ruby><rb>長</rb><rt>なが</rt></ruby>くて<ruby><rb>難</rb><rt>むずか</rt></ruby>しいです。<br>
This sentence is long and hard.

"
<ruby><rb>料理</rb><rt>りょうり</rt></ruby>	"<ruby><rb>料理</rb><rt>りょうり</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

りょうり<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) cooking; cuisine</span>

<hr>

<ruby><rb>毎日</rb><rt>まいにち</rt></ruby><ruby><rb>料理</rb><rt>りょうり</rt></ruby>しますか？<br>
Do you cook everyday?

"
<ruby><rb>新</rb><rt>あたら</rt></ruby>しい	"<ruby><rb>新</rb><rt>あたら</rt></ruby>しい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あたらしい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) new</span>

<hr>

<ruby><rb>新</rb><rt>あたら</rt></ruby>しいパソコンがほしいです。<br>
I want a new computer.

"
<ruby><rb>新聞</rb><rt>しんぶん</rt></ruby>	"<ruby><rb>新聞</rb><rt>しんぶん</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

しんぶん<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) newspaper</span>

<hr>

<ruby><rb>日本語</rb><rt>にほんご</rt></ruby>の<ruby><rb>新聞</rb><rt>しんぶん</rt></ruby>がありますか？<br>
Do you have Japanese newspapers?

"
<ruby><rb>方</rb><rt>かた</rt></ruby>	"<ruby><rb>方</rb><rt>かた</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

かた<br>
<span style=""color:turquoise"">(<strong>n</strong>) (hon) person</span>

<hr>

あの<ruby><rb>方</rb><rt>かた</rt></ruby>は<ruby><rb>誰</rb><rt>だれ</rt></ruby>ですか？<br>
Who is that person?

"
<ruby><rb>旅行</rb><rt>りょこう</rt></ruby>	"<ruby><rb>旅行</rb><rt>りょこう</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

りょこう<br>
<span style=""color:turquoise"">(<strong>n,vs</strong>) trip</span>

<hr>

<ruby><rb>旅行</rb><rt>りょこう</rt></ruby>の<ruby><rb>準備</rb><rt>じゅんび</rt></ruby>はできていますか？<br>
Are you ready for the trip?

"
<ruby><rb>日曜日</rb><rt>にちようび</rt></ruby>	"<ruby><rb>日曜日</rb><rt>にちようび</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

にちようび<br>
<span style=""color:turquoise"">(<strong>n-adv,n-t</strong>) Sunday</span>

<hr>

<ruby><rb>日曜日</rb><rt>にちようび</rt></ruby>でも<ruby><rb>働</rb><rt>はたら</rt></ruby>きます。<br>
I work even on Sunday.

"
<ruby><rb>早</rb><rt>はや</rt></ruby>い	"<ruby><rb>早</rb><rt>はや</rt></ruby>い

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

はやい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) early; fast; quick</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby><ruby><rb>早</rb><rt>はや</rt></ruby>く<ruby><rb>起</rb><rt>お</rt></ruby>きます。<br>
I will wake up early tomorrow.

"
<ruby><rb>明</rb><rt>あか</rt></ruby>るい	"<ruby><rb>明</rb><rt>あか</rt></ruby>るい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あかるい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) bright; colourful</span>

<hr>

<ruby><rb>電球</rb><rt>でんきゅう</rt></ruby>を<ruby><rb>変</rb><rt>か</rt></ruby>えたからこの<ruby><rb>部屋</rb><rt>へや</rt></ruby>が<ruby><rb>明</rb><rt>あか</rt></ruby>るくなった。<br>
This room has become bright because I changed the light bulb.

"
<ruby><rb>明日</rb><rt>あした</rt></ruby>	"<ruby><rb>明日</rb><rt>あした</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

あした<br>
<span style=""color:turquoise"">(<strong>n-t</strong>) tomorrow</span>

<hr>

<ruby><rb>明日</rb><rt>あした</rt></ruby><ruby><rb>早</rb><rt>はや</rt></ruby>く<ruby><rb>起</rb><rt>お</rt></ruby>きます。<br>
I will wake up early tomorrow.

"
<ruby><rb>易</rb><rt>やさ</rt></ruby>しい	"<ruby><rb>易</rb><rt>やさ</rt></ruby>しい

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

やさしい<br>
<span style=""color:turquoise"">(<strong>adj-i</strong>) easy; plain; simple</span>

<hr>

その<ruby><rb>本</rb><rt>ほん</rt></ruby>は<ruby><rb>易</rb><rt>やさ</rt></ruby>しい。<br>
The book is easy.

"
<ruby><rb>映画</rb><rt>えいが</rt></ruby>	"<ruby><rb>映画</rb><rt>えいが</rt></ruby>

<br>
<hr style=""height:3px;border:none;color:#000;background-color:#000;"">

えいが<br>
<span style=""color:turquoise"">(<strong>n,adj-no</strong>) movie; film</span>

<hr>

<ruby><rb>映画</rb><rt>えいが</rt></ruby>は<ruby><rb>良</rb><rt>よ</rt></ruby>かったですか？<br>
Was the movie good?

"
